Group Code,PT Code,PR Code,School Name,Address,District,State,Pin Code,Phone,Email,Website,"Action
",Remark,Academic Year,Strength,Board Type,Session Start From,Minority Type,Saturday Status,Working Status 
,,PR03899,"Holy Cross Convent School, Mumbai","Station Road, Near St. Joseph Church, Sheetal Nagar, Mira Road",Mumbai,Maharashtra,401107,X,hcssmiraroad@gmail.com,X,CBCI,,,4500,State,,,,
,,PR03900,"Holy Cross Convent School, Nala Sopara","Holy cross convent school, Nanbhat",Thane,Maharashtra,401203,X,hcnanbhat22@gmail.com,X,CBCI,,,1200,State,,,,
,,PR03901,"Holy Cross E. M. School, Kollipara","Dr BR Ambedkar Main Rd, Kollipara,",Guntur,Andhra Pradesh,522304,X,holycross10@gmail.com,X,CBCI,,,470,State,,,,
,,PR03902,"Holy Cross English High School, Aurangabad","Near Income Tax Office Cantonment Area, Aurangabad Cantonment, Padegaon",Aurangabad,Maharashtra,431001,X,NA,X,CBCI,,,1800,State,,,,
,,PR03903,"Holy Cross English High School, Nala Sopara","Vasai,Thane, Nirmal",Thane,Maharashtra,401304,X,holycrossprimary45@gmail.com,X,CBCI,,,332,State,,,,
,,PR03904,Holy Cross English Primary and Pre-Primary School,"Irwin Bus Stand, Link Ln, Maltekdi",Amaravati,Maharashtra,444606,X,hcpsamt@yahoo.in,X,CBCI,,,939,State,,,,
,,PR03905,"Holy Cross School, Agartala","Durjoynagar, Agartala",Agartala,Tripura,799009,X,NA,X,CBCI,,,1460,State,,,,
,,PR03906,"Holy Cross High School, Siolim","Cunchelim Church Road, Near The Mapusa Civil Court, Siolim, Bardes",North Goa,Goa,403517,X,holycrosssiolim1933@gmail.com,X,CBCI,,,780,State,,,,
,,PR03907,"Holy Cross High School, Golaghat",P.O. Naojan,Golaghat,Assam,785601,X,hchsnaojan@gmail.com,X,CBCI,,,730,State,,,,
,,PR03908,"Holy Cross School, Dimapur","Forest Colony, Circular Rd",Dimapur,Nagaland,797112,X,holycrossdimapur@gmail.com,http://holycrossdimapur.org,CBCI,,,3448,State,,,,
,,PR03909,"Holy Cross HSS, Thellakom, Kottayam","Holy Cross HSS, Thellakom P.O, Kottayam",Kottayam,Kerala,686630,X,holycrosstkm1996@gmail.com,X,CBCI,,,250,CBSE,,,,
,,PR03910,"Holy Cross Marathi High School, Amravati","Irvine Chowk, 3, Camp Rd",Amaravati,Maharashtra,444602,X,holycrosshisc@gmail.com,X,CBCI,,,1511,State,,,,
,,PR03911,"Holy Cross School, Laksar","PURKAJI ROAD,LAKSAR",Haridwar,Uttarakhand,247663,8273045630,schoolholycross@gmail.com,https://holycrossschoollaksar.org,CBCI,,,1463,CBSE,,,,
,,PR03912,Holy Cross Matriculation High Secondary School,"Vayalur-S Pettai-Thogaimalai Rd, Somarasempettai",Tiruchirappalli,Tamil Nadu,620102,X,NA,X,CBCI,,,1500,State,,,,
,,PR03913,Holy Cross Mat Hr Sec School,"Oddanchatram - Dharapuram Rd, Oddanchatram",Dindigul,Tamil Nadu,624619,X,NA,X,CBCI,,,1500,State,,,,
,,PR03914,"Holy Cross School, Giridih","Bishanpur, Alkapuri, Giridih",Giridih,Jharkhand,815301,X,holycrossschoolpachamba@gmail.com,X,CBCI,,,2000,CBSE,,,,
,,PR03915,"Holy Cross School, Bokaro","Railway Colony, Balidih, Bokaro Steel City",Bokaro,Jharkhand,827010,X,hcschoolchandankiyari @gmail.com,X,CBCI,,,2799,CBSE,,,,
,,PR03916,"Holy Cross School, Gangtok","6th Mile, Tadong",Gangtok,Sikkim,737102,X,hctadong@gmail.com,X,CBCI,,,2000,CBSE,,,,
,,PR03917,"Holy Cross School, Champhai","F8PP+X55, Vengthar, Champhai",Champhai,Mizoram,796321,X,pradeepbaracsc@gmail.com,X,CBCI,,,400,State,,,,
,,PR03918,"Holy Cross School, Laksar",Holy Cross School Laksar,Haridwar,Uttarakhand,247663,X,fathertharsis@gmail.com,X,CBCI,,,1500,CBSE,,,,
,,PR03919,"Holy Cross School, Ballary","Holy Cross School,Lakshminagar camp,Koluru p.o,Ballar",Ballary,Karnataka,583155,X,holycrossschool2011@gmail.com,X,CBCI,,,425,State,,,,
,,PR03920,"Holy Cross School, Sirwar",Holy Cross School Sirwar Raichur,Raichur,Karnataka,584129,X,holycross166@gmail.com,X,CBCI,,,600,State,,,,
,,PR03921,"Holy Cross School, Langkangbob",Disobai,Karbi Anglong,Assam,,X,hcsdesobai@gmail.com,X,CBCI,,,740,State,,,,
,,PR03922,"Holy Cross School, Kumarghat",Netaji corner kumarghat unakoti,Kumarghat,Tripura,799264,X,holycrosskgt@gmail.com,X,CBCI,,,1350,CBSE,,,,
,,PR03923,"Holy Cross School, Mullurkara",Mullurkkara p. O Trissur,Mullurkara,Kerala,680583,X,766133@cbseshiksha.in,X,CBCI,,,300,CBSE,,,,
,,PR03924,"Holy Cross School, Kabuganj",Kabuganj,Cachar,Assam,788121,X,hcskabuganj@gmail.com,X,CBCI,,,1400,State,,,,
,,PR03925,Holy Cross Sisters School,Vidyuth Nagar Salagame Road,Hassan,Karnataka,573201,X,holycrosssistersschool@gmail,X,CBCI,,,471,State,,,,
,,PR03926,Holy Cross Special School,"P.O. Zalaki, Tq Indi, Dist. Bijapur",Bijapur,Karnataka,586204,X,scbijapur2018@gmail.com,X,CBCI,,,18,State,,,,
,,PR03927,Holy Cross Vidyasadan,"Thellakom p o, Kottayam, Kerala",Kottayam,Kerala,686016,X,holycrosvidyasadan@gmail.com,X,CBCI,,,700,CBSE,,,,
,,PR03928,Holy Cross Vikas Kendra,"Jaffer gate, Mondha road, Aurangabad",Aurangabad,Maharashtra,431001,X,binujose303@gmail.com,X,CBCI,,,200,Social Centre,,,,
,,PR03929,Holy Family Convent High School,"opposite to jodhpur, Evershine City, Vasai East",Thane,Maharashtra,401208,X,holyfamilyvidhyalay@gmail.com,X,CBCI,,,4600,State,,,,
,,PR03930,Holy Family Convent Mat.Hr.Sec.School,"kkadam Sungam Bypass Rd, JK Garden, Raha Avenue, Pulian Thoppu, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,641008,0422 226 0967,hfcmhss@gmail.com,X,CBCI,,,1045,State,,,,
,,PR03931,Holy Family Convent Sr.Sec.School,"Bina Road, Near Gyanodaya School",Sagar,Madhya Pradesh,470117,X,holyfamilychssk@rediffmail.com,X,CBCI,,,2100,CBSE,,,,
,,PR03932,St. Joseph Convent Senior Secondary School,"Kotdwar, Nimbuchaur - Haridwar Rd",Simalchaur,Uttarakhand,246149,X,jalukkal99@gmail.com,http://www.stjosephkotdwar.com,No Visit,,,,,,,,
,,PR03933,Holy Family High School,"Pestom Sagar Rd Number 4, Chembur West, Pestom Sagar Colony, Ghatkopar East",Mumbai,Maharashtra,400089,X,hfhs1972@yahoo.com,X,CBCI,,,1200,State,,,,
,,PR03934,Holy Family Matriculation school,"Holy family matriculation school, kangayampalayam .po sulur",Coimbatore,Tamil Nadu,641401,X,holyfamilysulur@ gmail.com,X,CBCI,,,150,State,,,,
,,PR03935,Holy Family Public School,"Mariam Thresia Nagar, Vayyattupuzha, Chittar - Pulayanpara Rd",Chittar,Kerala,689663,X,holyfamilypschittar@gmail.com,X,CBCI,,,305,CISCE,,,,
,,PR03936,Holy Family School,"Bansitiker, Bhagalpur, Bihar",Bansitiker,Bihar,,X,hfsbgp@gmail.com,www.holyfamilyschoolbgp.com,CBCI,,,2500,CISCE,,,,
,,PR03937,Holy Family School Chenari,Holy Family school chenari,Rohtas,Bihar,821104,X,hfschoolchenari@gmail.com,X,CBCI,,,530,State,,,,
,,PR03938,"Holy Family School, Barharwa","Barharwa, Sahibganj",Barharwa,Jharkhand,816101,X,chfbarharwa@gmail.com,X,CBCI,,,850,CISCE,,,,
,,PR03939,"Holy Family Vidhyalay, Bhuigaon","Holy Family Church Road, Bhuigaon",Thane,Maharashtra,401201,X,holyfamilyvidhyalay@gmail.com,X,CBCI,,,200,State,,,,
,,PR03940,Holy Spirit Convent Higher Secondary School,"Vatsala Vihar, Civil Lines",East Nimar,Madhya Pradesh,450001,X,hskhandwa@yahoo.com,X,CBCI,,,1900,CBSE,,,,
,,PR03941,Holy Spirit Institute Margao,Padre Jose Vaz Garden Road Margao Salcete,South Goa,Goa,403601,X,hsimarg62@rediffmail.com,X,CBCI,,,800,State,,,,
,,PR03942,"Holy Spirit Nursery School, Kharsia",Holy spirit Nursery school Kharsia,Kharsia,Chhattisgarh,,X,fridasenamsoreng@gmail.com,X,CBCI,,,100,State,,,,
,,PR03943,Holy Trinity Ashram,"Holy Trinity Ashram, Aranattukara Post",Thrissur,Kerala,680618,X,NA,X,CBCI,,,10,Minor Seminary,,,,
,,PR03944,Holy Trinity School,"X2CV+78J, Nagar Nigam Colony",Dewas,Madhya Pradesh,455001,X,holytrinitydws@gmail.com,X,CBCI,,,1000,CBSE,,,,
,,PR03945,"Holy Cross School, Lukhu Laxmichara","Laxmichara post, Santirbazar South Tripura ufs",Santirbazar,Tripura,799144,X,NA,X,CBCI,,,400,State,,,,
,,PR03946,Infant Jesus Convent Matriculation Higher Secondary School,"Thekkupalayam. P. O, Coimbatore",Coimbatore,Tamil Nadu,641020,X,infantjesuscmhss@gmail.com,X,CBCI,,,660,Matric,,,,
,,PR03947,Infant Jesus High School,Jogeshwari East Mumbai,Mumbai,Maharashtra,400060,X,infantjesushighschool1967@gmail.com,X,CBCI,,,840,State,,,,
,,PR03948,Infant Jesus Matriculation School,"Fathima Nagar, Vedasandur",Dindigul,Tamil Nadu,624710,X,ijmsvdsr@gmail.com,X,CBCI,,,176,State,,,,
,,PR03949,"Infant Jesus School, Dwarka, South West","Qutub Vihar Phase-1, Near Sector 19B","South West,Dwarka",Delhi,110071,X,Directorinfantjesus@gmail.com,X,CBCI,,,1000,CBSE,,,,
,,PR03950,"Infant Jesus School, Qutub Vihar","Gali No-7, Phase 1, Nawada Extension","South West,Qutub Vihar",Delhi,110066,X,infajesusschool@gmail.com,X,CBCI,,,850,CBSE,,,,
,,PR03951,J.M.J Navjeevan Convent School,Kourin Bhata Rajnandgaon,Rajnandgaon,Chhattisgarh,491441,X,jmjnavjeevan@yahoo.in,X,CBCI,,,800,CBSE,,,,
,,PR03952,Jaikrista Convent High School,"Pahurbel, Bakawand, Bastar",Bastar,Chhattisgarh,497222,X,jaikristaschool@gmail.com,X,CBCI,,,650,CBSE,,,,
,,PR03953,Jan Vikas Kendra,"Sisters of the cross ,Kopoli,Shastrinagar,Parivartan building",Hazaribagh,Jharkhand,825301,X,sscrosskhopoli@gmail.com,X,CBCI,,,200,Social centre,,,,
,,PR03954,Jawahar Navodaya Vidyalaya,"N R Palli , Rajampet Dist. Akepadu",Cuddapah,Andhra Pradesh,516150,X,jnvysrdistrict@gmail.com,X,CBCI,,,480,CBSE,,,,
,,PR03955,Jayarakkini APS Naranampalayam,"Naranampalayam, Kamalapuram, Omalur, Salem",Salem,Tamil Nadu,636309,X,Jeyarakkiniaps1936@gmail.com,X,CBCI,,,68,Govt aided,,,,
,,PR03956,Jayarani Girls Higher Secondary School,"Jayarani Matric Hr Sec School, Nethimedu, Salem 2",Salem 2,Tamil Nadu,636002,X,jayaranimatric@gmail.com,X,CBCI,,,3200,State,,,,
,,PR03957,Jeevadan High School,Kammareddy,Nizamabad,Telangana,503111,X,Jeevadanschool@gmail.com,X,CBCI,,,2500,State,,,,
,,PR03958,Jeevan Jyothi Hr.Secondary School,"K.K PATTY, KARAMBAKUDY P.O,PUTHUKOTTAI",Puthukottai,Tamil Nadu,,X,jeevanjothi@gmail.com,X,CBCI,,,300,State,,,,
,,PR03959,Jeevan Jyothi School of Nursing,"Telco Town, Jamshedpur",Jamshedpur,Jharkhand,831004,X,jjsn1985@gmail.com,X,CBCI,,,94,"Mid India Board of Education, Nagpur",,,,
,,PR03960,Jeevan Jyoti Convent School,"Opposite to B. C. M. Hospital, khairabad,",Sitapur,Uttar Pradesh,261131,X,71340@cbscshiksha.in,X,CBCI,,,617,CBSE,,,,
,,PR03961,Jeevan Jyoti Convent School,"Kadwaya road, isagarh",Ashok Nagar,Madhya Pradesh,473335,X,Jeevancbse2017@gmail.com,X,CBCI,,,567,CBSE,,,,
,,PR03962,"Jeevan Jyoti Public School, Hirodih","Tetariadih, Jharkhand",Tetariadih,Jharkhand,825410,X,jeevanjyotischool524@gmail.com,X,CBCI,,,350,,,,,
,,PR03963,"Jeevan Vikas Kendra, Narukot","Narukot, ta. Jambughoda.dt. panchmahal",Panch Mahals,Gujarat,389390,X,Jvknarukot @rediffmail.com,X,CBCI,,,100,,,,,
,,PR03964,Jesus and Mary College,"San Martin Marg, Bapu dham, Chanakyapuri, New Delhi","South West,Chanakyapuri",Delhi,110021,X,Jesusandmaryhighschooltilanga501@gmail.com,X,CBCI,,,560,State,,,,
,,PR03965,"Jesus and Mary High School, Bhurewala",Jesus and Mary High school Bhurewala.Ambala,Ambala,Haryana,134203,X,bhurewalacjm@rediffmail.com,X,CBCI,,,350,State,,,,
,,PR03966,"Jiaw St Joseph School, Shillong","HVPH+2W4, Jaiaw",East Khasi Hills,Meghalaya,793002,X,sjhsjshillong@gmail.com,X,CBCI,,,300,State,,,,
,,PR03967,JMJ English Medium High School,"Alair,Yadadri Bhongir,Telangana",Nalgonda,Telangana,508101,X,jmjschoolaler@gmail.com,X,CBCI,,,1100,State,,,,
,,PR03968,JMJ English Medium High School,Manoharabad,Medak,Telangana,502336,X,mbdjmjschool@gmail.com,X,CBCI,,,800,State,,,,
,,PR03969,JMJ HIGH SCHOOL,"AG More Rd, North Office Para, Shyamali Colony
Doranda",Ranchi,Jharkhand,834002,X,jmjshiggaon2000@gmail.com,X,CBCI,,,1265,State,,,,
,,PR03970,John xxiii C.B.S.E School,"101, Narangi Bypass Rd, Doghar Pada, Vartak Ward, Virar West",Thane,Maharashtra,401303,X,john23rdschool@gmail.com,X,CBCI,,,900,CBSE,,,,
,,PR03971,John XXIII High School,"FQ7C+FW2, Agashi, Virar West",Thane,Maharashtra,401303,X,john23rdagashi@gmail.com,X,CBCI,,,1500,State,,,,
,,PR03972,"Joplang Secondary School, Shallang","Shallang, West Khasi Hills, Meghalaya",West Khasi Hills,Meghalaya,,X,joplangshallang@gmail.com,X,CBCI,,,850,State,,,,
,,PR03973,Jyothi Nivas Blind and Deaf School,"Unnamed Road, Sarathi Nagar",Khammam,Telangana,507003,X,jyothinivaskhammam@gmail.com,X,CBCI,,,55,State,,,,
,,PR03974,Jyoti School,"Jyoti school jayant, Jayant colliery P o",Sidhi,Madhya Pradesh,486890,X,Jyotischooljayant1976@gmail.com,X,CBCI,,,1280,CBSE,,,,
,,PR03975,"Jyoti Senior Secondary School, Rewa","NH-7, Allahabad Road, Rewa",Rewa,Madhya Pradesh,486001,X,Jainnaure2021@gmail.com,X,CBCI,,,925,State,,,,
,,PR03976,Kanossa Convent School,Canossa convent,Ghaziabad,Uttar Pradesh,201009,X,canossavasai@gmail.com,X,CBCI,,,698,State,,,,
,,PR03977,Karuna Vignana Remedial High School,"Sivaigudem, Koyalchilaka (PO) Raghunadapalem (mdl)",Khammam,Telangana,,X,kvrschool12@gmail.com,X,CBCI,,,150,State,,,,
,,PR03978,KarunaiIllam Special School for ID,Holycross Convent Orikottai Ramnadu,Ramnadu,Tamil Nadu,,X,Scscorikottai@gmail.com,X,CBCI,,,65,Social welfare,,,,
,,PR03979,Katkari Vidya Mandir Kune Goan,"Lonavala kune ,Khadala",Pune,Maharashtra,410301,X,carolfma@gmail.com,X,CBCI,,,70,State,,,,
,,PR03980,Klirdap High School,,Karbi Anglong,Assam,782460,X,Klirdapschool@gmail.com,X,CBCI,,,250,State,,,,
,,PR03981,Kristu Jayanti CMI Public School,"Unnamed Road, Chikkavadagere",Bangalore Rural,Karnataka,562132,X,infoschool@kristujayanti.com,X,CBCI,,,800,CBSE,,,,Yes
,,PR03982,"Kristu Jayanti College, Autonomous","K.Narayanapura, Kothanur, Bengaluru",Bangalore,Karnataka,560077,X,info@kristujayanti.com,X,CBCI,,,9000,,,,,
,,PR03983,"Kristu Jyoti Convent School, Samba","Boarder Road, Chaak Manga, Samba, Sunitha Residency, 32, Sector 2D Rd, KPR Colony, Manikonda Jagir",Rangareddy,Telangana,500075,X,kristujyotischool@gmail.com,X,CBCI,,,1300,State,,,,
,,PR03984,La Salette Vidya Nikethan,88VX+26X,Mysore,Karnataka,571105,X,lsvnmardur@gmail.com,X,CBCI,,,800,State,,,,
,,PR03985,La Salette Vidya Nikethan,"La salette vidyanilym, toreedu, rajahmundry, andhra",East Godavari,Andhra Pradesh,533293,X,anilkochu@gmail.com,X,CBCI,,,6500,State,,,,
,PT0812,PR03986,Lievens Academy,"Lievens Academy, Kutmu Lohardaga",Kutmu Lohardaga,Jharkhand,835302,X,lievensacademy@gmail.com,X,CBCI,,2022-23,1800,CISCE,,,,
,,PR03987,Lilltle Flower,Nivalda,Narmada,Gujarat,393040,X,Littleflower@gmail.com,X,CBCI,,,145,State,,,,
,,PR03988,Little Flower Convent School,"Pallikonda, vellore Dt",Vellore,Tamil Nadu,635809,X,illam. sirumalar@rediffe.com,X,CBCI,,,200,State,,,,
,,PR03989,Little Flower Convent School,"21, KELLYS ROAD, RANIPET.",Vellore,Tamil Nadu,632401,X,lfcnschool@gmail.com,X,CBCI,,,50,State,,,,
,,PR03990,Little Flower Convent Matric. Hr. Sec. School,"X9G7+MWX, Ammoor",Vellore,Tamil Nadu,632501,X,lfcmatricammoor@gmail.com,X,CBCI,,,1190,State,,,,
,,PR03991,Little Flower Elementary School,"WW4V+3XR, Pallikonda",Vellore,Tamil Nadu,635809,X,illam.sirumalar@rediffmail.com,X,CBCI,,,300,State,,,,
,,PR03992,Little Flower Girls High School,Munnar,Munnar,Kerala,685612,X,munnarlf@yahoo.in,X,CBCI,,,1500,State,,,,
,,PR03993,Little Flower High School,KOLLODE P O,Thiruvananthapuram,Kerala,695571,X,lfhsanthiyoorkonam44064@gmail.com,X,CBCI,,,505,State,,,,
,,PR03994,Little Flower Higher Secondary school,"Near Naal Road, kumbakonam",Thanjavur,Tamil Nadu,612001,X,lfhsskmu@gmail.com,X,CBCI,,,2081,State,,,,
,,PR03995,Little Flower Hr. Sec. School,"NH 39, Aradurah Hill, Kohima",Kohima,Nagaland,797005,X,lfskohima@gmail.com,X,CBCI,,,1480,State,,,,
,,PR03996,Little Flower Matriculation School,"Four Roads ,Salem.",Salem,Tamil Nadu,636009,X,mariajosephraj@yahoo.com,X,CBCI,,,605,State,,,,
,,PR03997,Little Flower R C Primary School,"Little Flower R C Primary School , Karattupalayam, Siru Molasi(PO), tiruchengode, Namakkal",Namakkal,Tamil Nadu,637209,X,rcschoolkarattupalayam@gmail.com,X,CBCI,,,73,State,,,,
,,PR03998,Little Flower School,"A.B. Road, Badarwas",Shiv Puri,Madhya Pradesh,473885,X,lfsbadarwas@gmail.com,X,CBCI,,,350,CBSE,,,,
,,PR03999,Little Flower School,Hatigaon,Guwahati,Assam,781038,X,ferrandoeducation@gmail.com,X,CBCI,,,1500,CBSE,,,,
,,PR04000,Little Flower School,"Pungro. BPO, Kiphire",Pungro Town,Nagaland,798611,X,lfspungro@gmail.com,X,CBCI,,,,,,,,
,,PR04001,"Doon Public School, Dehradun, Junior wings","Badrish Colony, Danda Dharampur",Dehradun,Uttarakhand,248001,X,NA,X,Implement,,,,,,,,
,,PR04002,Dehradun World School,"Nathuawala, Dehradun, Uttarakhand",Dehradun,Uttarakhand,248008,"7017700311, 7017700311","head@UT105cisce.org, dwsdehradun@gmail.com",www.dehradunworldschool.com,Visit,,,1800,ICSE,,,,
,,PR04003,Little Flower School,"Pungro. BPO, Kiphire",Pungro Town,Nagaland,798611,X,lfspungro@gmail.com,X,CBCI,,,1221,State,,,,
,,PR04004,Little Flower School,"Nandanvan Colony, Cantt, Chhatrapati Sambhaji Nagar, Maharashtra 431001",Aurangabad,Maharashtra,431001,X,sr.arogya@lfs.com,X,CBCI,,,1800,State,,,,
,,PR04005,Little Flower School,"Little Flower School, Belaon, Kaimur Bihar",Kaimur,Bihar,,X,littlef436@gmail.com,X,CBCI,,,240,CBSE,,,,
,,PR04006,"Little Flower School, Pandhurna",Mahaveer Ward Pandhurna,Chhindwara,Madhya Pradesh,480334,X,littleflowerp2012@gmail.com,X,CBCI,,,,,,,,
,,PR04007,Loreto Convent School,"RCF Township, Chembur",Mumbai,Maharashtra,400074,X,loreto_school@rediffmail.com,X,CBCI,,,1200,State,,,,
,,PR04008,"Loreto Convent School, Shillong","HV9R+25R, Dhankheti, Lachumiere",East Khasi Hills,Meghalaya,793003,0364 222 5559,loretomeg@gmail.com,http://www.loretoshillong.in/,CBCI,,,1300,CISCE,,,,
,,PR04009,Loreto Convent School,"Lebong Cart Rd, Chauk Bazaar, Darjeeling",Darjeeling,West Bengal,734101,X,loretoconventdarj@gmail.com,X,CBCI,,,1694,CISCE,,,,
,,PR04010,"Loreto Day School, Dharamtala, Kolkata","169,Lenin Sarani",Kolkata,West Bengal,700013,X,dharamtalaloreto@gmail.com,X,CBCI,,,942,CISCE,,,,
,,PR04011,Lourdes Mount Higher Secondary School,Kanakkode Vatappara Po Thiruvananthapuram Kerala,Thiruvananthapuram,Kerala,695028,0472 258 7900,prinlourdes@gmail.com,X,CBCI,,,450,CBSE,,,,
,,PR04012,Loyola English Medium High School,morikolong chariali,Marigaon,Assam,782001,X,loyolaschool1967@yahoo.co.in,X,CBCI,,,562,State,,,,
,,PR04013,Loyola English Medium School,"
Near: Indian Explosive",Gomia,Jharkhand,829112,X,loyolapacyla@gmail.com,X,CBCI,,,700,CBSE,,,,
,,PR04014,Loyola High School,"Comba, Margao",South Goa,Goa,403601,X,loypriem2008@gmail.com,X,CBCI,,,180,State,,,,
,PT1479,PR04015,"LOYOLA HIGH SCHOOL, Kidderpore","54/3, Diamond Harbour Rd, near CMRI Hospital, Mominpore",Kolkata,West Bengal,700027,X,ignatius@gmail.com,X,CBCI,,,1800,CISCE,,,,
,,PR04016,Loyola Higher Secondary School,"H4VG+W47, Zakhama",Zakhama,Nagaland,797006,X,loyolahssjakhama@gmail.com,X,CBCI,,,870,State,,,,
,,PR04017,Mar Gregorios Public School,"block no.8, College Rd, Mogappair West, Maduravoyal",Tiruvallur,Tamil Nadu,600037,"044 26530891, 9940 6542 36",margregoriosps@gmail.com,https://mgpschennai.in/,CBCI,,,2500,CBSE,,,,
,,PR04018,Maria Bambina Hr Sec School,Cuncolim Salcete Goa,South Goa,Goa,403703,X,mariabambinahss@gmail.com,X,CBCI,,,1031,State,,,,
,,PR04019,Maria Bhavan School,"St. Joseph's Church, Amalapuram, Ayyampuzha",Ernakulam,Kerala,683581,X,mbhavanschool@gmail.com,X,CBCI,,,400,CISCE,,,,
C1-029,PT1942,PR04020,Maria Manzil Senior School,"Nuh, Mewat Distt. HR",Gurgaon,Haryana,122107,X,mariamanzil.nuh@gmail.com,X,CBCI,,,600,State,,,,
,,PR04021,Maria Mata Convent High School,"Choubey Colony Rd, Choubey Colony",Chhatarpur,Madhya Pradesh,471001,X,mariamatachtr@gmail.com,X,CBCI,,,1300,CBSE,,,,
,,PR04022,Maria Rani E/M School,Neelacamp(vi) Renjal (mandal) Nizamabad (Dt),Nizamabad,Telangana,503235,X,mariaranischool2@gmail.com,X,CBCI,,,300,State,,,,
,,PR04023,Maria Sharan,"Keshnand, Taleranwadi,Wagholi, Pune Nagar Road",Pune,Maharashtra,412207,X,mariansharan8gmail.com,X,CBCI,,,32,Boarding for girls,,,,
,,PR04024,Maria Vidhya Sadan,"At-Dhanasri,Po-Samnapur,Bareli",Raisen,Madhya Pradesh,464668,X,mariabareli@gmail.com,X,CBCI,,,450,CBSE,,,,
,,PR04025,Mariam Nilaya High School,"5th Main Rd, Ex-SerVicemen Colony, Banaswadi",Bangalore,Karnataka,560033,X,lillyrndm@yahoo.co.in,X,CBCI,,,1250,State,,,,
,,PR04026,Mariam Nivas High School,"Mariamnivas H.School. 10 Milton stree,cooke Town ,Bangalore",Bangalore,Karnataka,560005,X,mnivas10@gmail.com,X,CBCI,,,440,State,,,,
,,PR04027,Mariam Thresia Public School,"Poovathussery ,Parakkadavu P.O,Ernakulam",Poovathussery,Kerala,680741,X,mariamthresiapspoovathussery@gmail.com,X,CBCI,,,250,CISCE,,,,
,,PR04028,Holy Cross School,Donar Darbhanga Bihar,Darbhanga,Bihar,,x,x,,Internet,,,,,,,,
,,PR04029,Marianist English Medium School,"Mariam Toli, Lowadih, Namkum(pO) Ranchi",Ranchi,Jharkhand,834010,X,marianistschool@gemail.com,X,CBCI,,,105,CBSE,,,,
,,PR04030,Marsal Madhya Vidya Mandir,"Marsal Mandir Middle School kuju, PO kuju",Ramgarh,Jharkhand,825316,X,marsalmandirms@gmail.com,X,CBCI,,,211,State,,,,
,,PR04031,Mary Immaculate Convent Girls Higher Secondary School,"London Mission Road, Achamangalam",Vellore,Tamil Nadu,635601,X,maryimmaculateh@yahoo.com,X,CBCI,,,1604,State,,,,
,,PR04032,Mary Immaculate Elementary School,"Mary Immaculate Elementary School, Tirupattur",Vellore,Tamil Nadu,635601,X,maryelementary24@gmail.com,X,CBCI,,,661,State,,,,
,,PR04033,Mary Immaculate Girls' High School,L m road opposite Mary school BORIVALI WEST,Mumbai,Maharashtra,400103,X,mighsborivli@gmail.com,X,CBCI,,,2208,State,,,,
,,PR04034,Mary Immaculate Girls' High School,"Rua De Ourem, Panaji - Goa",North Goa,Goa,403001,X,mighspanajigoa@yahoo.com,X,CBCI,,,1550,State,,,,
,,PR04035,"Mary Immaculate Girls' High School, Kalina","Church Rd, Jamlipada, Kunchi Kurve Nagar, Kalina, Santacruz East",Mumbai,Maharashtra,400098,X,maryimmaculate_kalina@rediffmail.com,X,CBCI,,,1953,State,,,,
,,PR04036,Mary Immaculate Girls High School,Begopara Rd,Nadia,West Bengal,741232,X,misranaghat@gmail.com,X,CBCI,,,500,State,,,,
,,PR04037,Mary Immaculate Nursery and Primary school,"Mary Immaculate Nursery and Primary School,Thavittupalayam,Andhiyur Taluk,Erode",Erode,Tamil Nadu,638501,X,vasanthasmmi@gmail.com,X,CBCI,,,65,State,,,,
,,PR04038,Mary Immaculate School,"96, K.K. Banerjee Road, Raninagar, Gora Bazar",Murshidabad,West Bengal,742101,X,maryimmaculateschool65@gmail.com,X,CBCI,,,2400,CISCE,,,,
,,PR04039,Mary Matha College,"Nalwlkaruppanpatty Road, Nalwlkaruppanpatty",Theni,Tamil Nadu,625604,X,mmc@marymathacollege.edu.in,X,CBCI,,,1800,University,,,,
